0,0,0,241,150,528,267,643,461,1386,229,23,3,20,105,68,168,93,458,7375,251,35,16,4,25,818,251,53,95,89,411,65,1348,784,106,318,106,784,35,85,963,310,419,3,153,258,99,123,152,901,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2038,561,236,1780,819,440,868,2406,250,255,172,1122,244,4120,1826,459,32,23,297,1546,819,604,8,113,2728,305,132,2728,187,485,1
19,379,82,2554,2107,608,14,76,83,197,1259,208,2899,76,2040,8,604,72,353,216,78,4,1193,141,642,55,87,346,86,589,765,2899,76,877,5629,76,451,127,21,316,296,3,153,665,82,2554,101,303,1082,91,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,85,290,1124,75,574,568,81,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,492,215,1,231,226,5,878,215,6,929,269,766,229,23,245,20,35,9,766,19,17,313,3682,2189,2555,97,1888,97,10,35,15,165,1
83,89,53,11,159,215,519,28,33,1033,753,98,53,582,1,10,53,215,1,1322,130,4122,38,9,7,645,80,25,151,131,1425,767,1323,277,2,71,149,26,14,1829,360,1194,270,485,111,6,38,14,1167,2729,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,96,311,1168,116,139,1083,664,556,326,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,505,2,71,92,557,37,43,13,160,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2041,2,695,357,11,260,1,163,155,231,0
0,0,0,0,0,0,444,155,320,388,54,341,1011,101,118,320,4123,165,2,40,156,92,66,84,688,661,32,376,14,260,145,47,110,37,723,208,590,1012,43,203,14,208,148,68,26,120,111,529,164,646,1
0,0,0,300,99,27,79,107,672,319,2,155,671,574,972,2108,4739,316,1889,1195,177,32,217,1212,346,7377,2292,433,1426,120,54,7,1143,828,2108,902,58,964,1034,54,112,1165,11,1889,225,54,558,563,742,1143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,118,121,8,1035,327,157,317,1052,21,2,22,165,1239,43,38,13,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,82,48,97,82,1613,743,588,87,233,77,1465,754,117,15,30,292,185,34,185,89,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,35,112,35,21,35,119,244,184,232,143,1013,92,67,30,35,112,33,136,137,1213,1
0,0,0,0,0,0,0,0,0,0,146,1110,65,109,471,4124,2407,376,62,196,186,709,132,1348,253,1169,406,425,166,434,2556,2042,2730,178,93,500,434,201,396,25,151,135,3,11,293,719,1781,104,114,44,1
0,0,0,7378,1125,166,168,7379,77,673,61,98,204,3113,768,17,583,17,17,17,221,8,158,141,4,440,767,68,309,767,520,457,65,16,293,235,2900,212,520,835,329,8,568,148,68,99,365,107,17,55,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,594,3684,3114,536,463,536,66,482,4,93,111,280,836,921,213,1427,562,236,414,60,850,1296,1504,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,593,1,7,647,41,546,408,22,886,61,170,3348,581,1
111,4741,5634,2734,89,405,411,460,1388,2109,3116,541,71,1065,628,81,544,2293,1426,1351,1720,4126,79,3117,1142,60,2192,629,1053,452,279,315,21,7380,724,60,5635,4,337,2193,1890,258,392,30,1240,112,21,1,85,143,1
0,0,0,0,0,0,0,0,0,0,0,0,0,769,14,1215,45,6,336,851,1143,350,1782,1084,39,606,43,203,26,2,152,35,661,96,88,55,590,1012,97,251,2558,116,173,2,17,1215,110,195,590,1012,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,820,322,2902,5,436,179,114,44,130,123,151,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,174,340,8,245,3686,47,4742,3687,5636,62,1257,101,1277,316,9,177,106,1505,13,1
4127,32,1352,549,405,211,550,1014,181,68,25,4743,527,1014,32,126,137,487,227,105,236,487,227,1353,148,68,25,312,1217,1783,2194,14,1009,261,181,160,1547,188,208,148,68,25,25,340,5637,4744,956,14,6,1319,0
972,2737,50,555,352,596,323,107,738,236,1468,104,224,1052,15,425,2561,27,52,390,50,81,702,19,9,63,10,163,81,27,42,350,606,559,347,243,802,295,5,27,42,352,1614,126,12,126,227,54,1962,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,468,362,102,185,5,2,133,136,10,17,718,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,3688,2,146,1054,22,156,82,75,1615,363,9,824,755,382,4746,319,149,31,70,1,56,356,848,620,92,609,1,11,175,55,70,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,628,4,137,277,2195,5,77,753,31,216,16,330,1,226,143,141,478,338,26,80,1467,362,1
28,279,7,486,2044,7,18,28,49,102,1324,2111,293,973,28,189,740,2044,740,5638,724,85,1885,26,30,7384,112,310,2,650,293,973,18,224,8,57,437,2903,382,740,218,318,573,21,12,2904,50,172,1067,1015,0
69,78,370,18,415,708,370,132,1389,335,962,421,558,597,3120,236,2,129,837,259,415,770,2905,2562,415,708,507,415,770,335,415,708,78,412,770,452,1891,28,323,770,1067,427,962,9,237,33,108,51,370,396,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,324,540,40,3121,25,1506,1141,426,6,24,137,116,37,17,176,227,220,350,429,305,5,31,322,137,1
3351,2907,58,159,295,155,24,4748,48,4129,1963,151,5641,608,28,646,734,24,1429,5642,1721,82,454,149,124,1960,5639,48,72,485,25,23,297,101,54,20,230,282,78,86,129,3343,3,29,703,22,13,74,271,69,1
0,0,0,0,0,0,0,0,0,0,0,186,1964,745,180,1030,302,335,1664,508,225,192,40,18,9,264,76,800,604,642,141,130,655,76,76,342,5,430,4749,167,4,4130,422,70,1198,14,132,930,111,6,0
501,138,203,125,4,363,863,86,440,190,10,4,53,434,12,60,675,7,290,7387,581,26,270,101,238,38,378,132,193,24,59,156,401,12,208,407,228,673,131,102,138,248,21,216,4,199,505,11,43,13,1
23,5644,105,291,144,83,5,69,29,23,502,109,2738,749,349,35,515,265,312,257,83,29,23,35,306,1354,196,1784,69,5,1326,4133,28,230,372,120,67,230,5,1326,5,193,504,11,114,44,389,28,29,23,1
0,0,0,0,0,0,0,0,0,0,0,0,3,20,77,110,6,218,71,420,725,555,2908,337,110,1009,67,667,268,1,342,67,564,1785,1,18,689,7,123,269,26,160,192,871,4750,734,4750,734,319,455,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,771,214,3352,7388,57,12,5,337,7389,109,489,1
1112,76,116,442,103,590,1109,93,1667,124,6,38,10,448,83,2409,27,61,165,103,463,2,372,85,663,15,4751,6,255,419,15,1017,19,5,656,879,15,359,247,9,1112,245,335,14,1780,387,103,1259,150,1780,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5645,2299,2300,112,30,5,700,340,157,31,144,184,208,7390,4134,7391,3122,55,445,299,4,157,184,144,31,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1126,40,91,28,260,1261,576,4,103,81,190,197,143,426,7392,187,3346,1126,228,115,3123,2112,963,5,1,4,2,1299,21,53,2113,4752,1
1719,14,47,74,236,16,8,1279,251,100,182,458,1279,1097,251,16,1086,1583,2196,100,880,505,974,586,365,2196,138,430,1832,2563,505,5,179,8,458,1068,100,501,1827,106,168,273,839,458,39,461,211,354,159,101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,10,5,653,2,137,127,41,40,96,123,15,1036,408,7,7393,1
0,0,0,0,0,0,38,262,154,479,81,394,2301,4753,210,398,325,52,486,292,1199,2,70,175,35,7,334,48,646,263,2909,86,151,520,59,394,152,6,7,352,235,1,221,576,1145,35,2910,1722,957,190,1
284,1430,72,864,1669,7399,1163,888,4,577,177,106,799,284,630,5,458,211,308,300,458,65,38,284,1065,992,90,989,756,101,598,164,216,5,852,2302,799,284,7400,406,12,150,101,381,83,9,284,1142,7401,1469,1
31,75,339,2,85,1724,993,5648,204,3699,1431,113,2048,1219,65,88,3353,876,193,3700,219,83,2048,1548,4136,271,238,876,43,4137,1582,4138,2913,4755,75,852,113,70,1,171,68,665,725,184,293,384,1777,1219,957,975,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,2,1432,3126,53,134,17,1,246,8,3,11,610,166,418,154,542,19,1510,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,596,1037,2412,2413,75,33,328,577,365,1670,140,862,293,2303,81,1053,137,711,670,145,25,2740,140,1146,630,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,140,143,190,217,65,171,187,21,15,16,8,413,12,7,12,329,428,19,9,173,334,72,4,739,86,139,111,6,22,13,231,108,161,76,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20,1966,139,147,250,84,322,9,322,1239,168,106,8,1966,83,8,1966,43,7,12,4758,4139,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,811,3701,161,3702,267,212,46,808,528,726,1035,30,168,15,8,157,177,403,551,2,303,84,37,8,11,500,157,787,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,65,71,299,212,1,2564,3688,15,30,1549,194,69,17,7404,72,1262,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,203,137,388,2,10,1790,114,44,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7405,348,836,7406,2049,5,246,202,6,2199,348,1108,112,682,89,288,1421,4140,175,55,348,43,1468,175,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,44,389,29,37,101,144,31,181,1038,78,1584,266,20,1
76,2050,85,4,76,819,229,559,2742,82,19,16,4,445,288,2743,10,5,83,1088,1791,2305,1323,53,8,1618,2914,30,1129,199,33,1,544,598,5650,204,2,1166,18,46,3128,129,50,7,199,149,18,229,2915,179,1
1238,650,813,554,68,673,236,27,162,18,333,194,217,146,13,82,115,192,2415,80,1792,33,821,111,53,206,178,40,13,441,135,305,7,2,554,125,7,788,3,1433,13,4142,1327,21,442,1,7408,542,7409,443,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,5,337,756,178,727,10,421,252,1
215,5651,371,147,162,393,6,471,17,1,119,30,15,7410,10,277,215,35,37,3,20,6,31,144,562,205,246,161,59,156,814,215,176,399,1429,42,3,17,84,2,95,244,158,590,1012,271,4759,122,1,156,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,46,171,228,16,69,455,265,17,65,889,297,113,674,269,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,6,64,2,16,4,1140,808,4760,23,3704,737,94,966,27,431,148,68,134,28,287,35,756,1280,74,1
1619,696,151,497,1550,251,66,224,8,1793,2290,828,890,506,116,2916,453,220,87,5652,108,17,994,828,890,1018,994,5653,145,75,1895,83,111,6,1434,138,2567,466,211,4762,1725,19,634,4,723,72,4,363,3705,2568,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,170,480,76,246,1098,116,497,86,198,100,182,78,76,1221,29,66,8,477,785,1018,789,675,14,304,6,0
347,643,461,3354,194,72,4,43,756,207,259,878,253,133,1470,54,3355,913,347,643,461,460,864,229,23,315,651,9,12,2045,1086,133,3,676,207,259,87,377,1470,14,1780,819,42,69,7,233,274,1470,75,74,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,246,146,976,4763,636,90,148,68,64,182,1300,421,5,60,548,37,1435,529,370,138,276,340,243,239,462,235,167,55,175,25,164,1009,374,202,1471,50,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,472,1,21,352,139,14,82,84,204,473,239,2,565,22,29,42,34,32,103,302,49,440,106,725,27,2200,204,1,4,395,1
503,119,34,860,1726,2051,382,159,88,1660,503,70,199,1472,2744,251,1258,66,43,586,7412,242,1794,181,35,1967,7413,274,1794,152,5654,1390,392,488,499,2,38,119,534,153,229,91,143,71,111,6,881,260,382,165,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,947,2917,29,155,167,3356,8,545,253,1301,27,51,3357,279,932,490,9,39,1836,24,1716,1836,372,245,1511,18,49,4,0
3129,573,355,676,1130,507,7418,570,2306,519,1126,51,507,222,518,249,9,12,105,222,315,578,1148,135,539,11,413,3129,160,16,783,1424,2,49,763,179,25,151,2,319,203,174,2052,148,68,7,370,507,1262,222,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,36,454,159,712,3706,7419,4765,65,6,159,124,876,712,807,1302,850,288,50,31,324,144,712,7420,7421,1054,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,245,2918,60,130,655,2,4,129,292,356,848,28,3130,286,256,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1896,248,214,855,5,4766,4767,1052,12,7,548,449,267,2115,784,2732,3131,63,16,325,2042,3683,305,67,1303,546,7,3131,63,149,574,88,6,74,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1473,671,3707,336,324,112,891,62,773,33,1512,50,42,58,241,385,136,41,703,252,7422,1
0,0,0,0,0,0,0,45,6,14,1,325,325,904,155,1218,505,1279,251,251,198,61,1279,251,702,1218,505,555,175,170,27,5,505,340,318,30,10,141,911,231,55,158,2,5,268,2409,338,1122,1,5655,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1124,593,22,13,18,153,43,446,161,508,1436,1551,288,1775,410,16,1031,1391,209,38,579,443,17,1
1672,110,66,199,2,4,1897,789,109,13,49,195,55,789,34,355,191,10,52,4144,1475,452,1384,103,391,1281,25,154,168,7,4768,243,5656,1243,224,37,73,191,59,190,32,930,299,121,130,3358,141,911,287,275,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2745,121,3709,1476,1553,4145,500,275,599,191,96,6,221,2569,1727,123,10,35,15,277,1
266,1128,175,55,1,399,1968,196,12,23,856,27,790,1621,1131,202,355,461,60,3359,23,297,2,1304,39,802,295,173,837,251,1069,87,225,1969,15,235,398,162,205,471,3,36,108,483,1,2053,1970,394,856,2,1
2201,26,206,88,913,1328,3698,1506,4,977,1067,2307,32,290,314,765,2054,5,193,2570,956,1795,8,109,471,1141,993,7423,1422,1673,1837,1041,1200,611,411,764,274,2116,53,1796,21,120,861,641,2054,414,1109,249,266,713,1
1785,26,201,133,7,29,7427,3710,254,889,1545,178,4146,1785,35,661,1622,209,29,376,192,1149,888,948,3132,520,1082,558,15,504,3362,216,7428,178,178,1671,1785,3363,365,88,282,558,1971,524,380,44,7,2417,446,1177,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,61,253,668,402,54,958,748,146,365,247,88,509,118,10,3,36,1586,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,183,390,978,9,317,24,1898,186,2919,183,169,49,201,978,2,302,1623,25,56,247,26,88,61,286,2040,3711,50,0
533,4772,4771,2038,5659,391,419,138,2117,459,490,1354,196,400,575,140,161,1435,1513,2118,4771,63,141,478,139,25,62,102,178,1089,587,321,330,10,223,22,13,370,81,252,4147,1658,673,140,54,419,15,363,180,419,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,520,2,4,651,523,9,145,3,20,7,109,124,6,66,454,8,166,53,447,69,7,6,118,2571,0
247,2055,302,40,13,12,129,16,173,129,125,302,1175,6,2294,183,40,1175,6,788,61,169,2119,237,3,36,224,217,977,2308,7,145,2119,1100,145,13,315,6,7,177,1244,7,5661,788,16,2420,453,182,629,98,0
0,0,0,14,1223,1,903,442,158,1963,1224,608,1223,24,3712,274,882,66,193,379,864,501,324,899,1224,32,10,5,21,158,103,15,62,17,18,110,6,417,3,36,805,1797,379,386,464,14,2309,451,7433,12,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3133,3134,57,3713,7434,17,3134,48,39,19,3713,544,439,7435,946,201,2200,169,76,997,25,1838,714,1
112,313,2572,2,90,9,1359,260,1392,1392,501,1901,326,607,86,138,677,784,138,106,324,801,1329,37,87,168,7436,84,242,839,33,5,1245,374,148,68,26,14,138,22,13,189,552,155,19,3135,63,1477,400,1393,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4773,1902,1972,474,3,20,612,35,183,165,430,10,545,69,165,5,6,12,150,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,97,124,6,3,36,231,96,277,480,35,84,1
0,0,0,0,0,0,0,0,933,146,3136,2573,4774,2574,348,4148,7437,1674,1080,321,1179,539,682,345,2574,860,106,748,6,348,201,6,102,94,1675,1726,748,77,203,345,24,439,2120,1263,24,85,619,834,356,848,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,343,85,7438,92,14,37,862,638,2749,837,259,63,35,2575,108,310,3714,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,23,173,419,863,419,94,3,110,6,901,787,1
0,0,0,0,0,0,0,0,0,0,0,168,154,5662,40,218,318,15,479,294,23,204,103,231,285,134,8,1619,911,2421,2750,43,586,4775,25,2202,9,454,2,3715,27,102,79,1225,5663,419,297,5662,17,18,1
80,32,348,55,288,1282,861,348,1108,1052,565,89,2422,1180,2056,279,191,2739,12,565,2744,1330,179,348,1108,1180,2422,54,764,539,1839,46,1797,142,378,7439,11,802,2751,990,13,288,62,277,1108,2423,1437,114,44,348,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440,771,1973,2752,54,341,449,616,199,1973,118,1305,118,841,275,159,857,666,771,1973,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,144,31,21,30,2203,56,190,142,38,277,2,1554,879,2,33,89,1478,69,1084,3137,138,1514,4776,328,997,75,38,2121,423,7,168,283,48,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1223,475,192,1242,10,475,4,1,165,161,303,551,691,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,756,271,878,119,1555,37,43,44,38,469,702,36,26,1088,7,791,36,417,1903,149,26,306,121,454,756,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1168,116,79,129,49,1056,1037,5,1556,949,31,202,129,283,2576,259,1246,634,351,373,351,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,42,357,656,879,195,148,68,26,22,13,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,390,136,10,3,20,315,6,3,20,79,166,1283,225,398,329,2424,228,281,17,0
0,0,0,0,0,45,609,1,4777,990,2577,204,44,4778,206,14,12,516,23,137,154,93,4779,2920,1,1162,2185,25,26,206,1145,401,675,115,225,187,1296,806,491,350,507,837,259,4,1,35,161,7,13,715,1
210,131,115,123,131,13,26,247,88,178,125,131,1197,543,137,40,13,1056,3138,386,99,132,722,22,4149,1479,162,171,1056,3138,412,323,88,196,2425,6,125,1667,1677,4149,14,131,1677,7,764,1197,273,275,3716,50,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1332,73,510,287,1439,594,10,728,217,728,141,911,3717,3,11,64,146,5,263,172,338,654,773,1976,64,55,11,44,728,976,1
143,502,872,7444,1360,28,189,2578,209,931,4155,140,591,683,140,476,619,381,3121,22,913,183,22,63,2754,120,327,617,2205,4156,22,788,252,788,786,603,328,13,617,7445,51,11,601,22,13,268,58,4157,1019,4158,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,223,67,57,280,238,1905,38,373,3719,842,996,200,657,2109,1480,130,7446,1973,2755,274,25,1150,310,197,7447,160,373,3719,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487,1,3,20,105,91,2311,441,646,1,83,977,3720,459,53,126,396,3,36,1394,218,61,91,44,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,96,47,1021,1,324,119,2,301,949,148,68,26,13,1
2122,79,320,716,97,649,40,825,324,5668,1515,525,2122,315,332,3721,488,7450,54,25,499,1615,7451,868,429,245,2123,3139,190,393,5,377,4,10,620,2,149,91,1,16,67,199,2,38,197,132,1516,564,1361,1394,0
